Epoch	Train Loader size	Val Loss	Val Loss Average	Batch Time	Batch Time Average	Data Time	Data Time Average	Loss	Loss Average
0	158	5.58	4.73	0.044	0.342	77.9268	0.5359	4.35208	5.90885	
1	158	3.89	4.05	0.040	0.303	68.9351	0.4559	3.82718	4.47318	
2	158	2.78	4.06	0.040	0.305	69.4659	0.4606	5.29969	4.12903	
3	158	4.72	3.92	0.039	0.304	69.2446	0.4579	4.15333	4.02640	
4	158	3.59	3.89	0.039	0.303	69.1502	0.4578	8.81327	3.95033	
5	158	4.28	3.86	0.039	0.305	69.4900	0.4606	3.53068	3.79556	
6	158	4.63	3.71	0.039	0.326	74.1689	0.4952	3.76067	3.75719	
7	158	4.38	3.73	0.042	0.329	75.0574	0.5005	4.34305	3.72099	
8	158	2.83	3.66	0.043	0.325	74.1670	0.4952	2.01422	3.68302	
9	158	3.77	3.90	0.043	0.332	75.6477	0.5064	5.28502	3.66340	
10	158	2.69	3.64	0.040	0.331	75.4675	0.5057	4.82296	3.65905	
11	158	4.57	3.74	0.039	0.316	71.8899	0.4805	4.00849	3.68086	
12	158	3.45	3.76	0.041	0.309	70.3919	0.4672	4.05699	3.58978	
13	158	2.19	3.64	0.041	0.307	69.8848	0.4625	2.59171	3.58479	
14	158	5.59	3.55	0.040	0.306	69.7631	0.4624	2.97592	3.56144	
15	158	4.14	3.62	0.041	0.308	70.0818	0.4651	4.13750	3.59210	
16	158	3.22	3.60	0.040	0.307	69.8517	0.4623	3.57795	3.56332	
17	158	4.30	3.74	0.040	0.307	69.8897	0.4623	5.70829	3.52767	
18	158	2.65	3.56	0.040	0.307	69.9653	0.4625	2.24257	3.47659	
19	158	4.02	3.57	0.041	0.306	69.7067	0.4611	2.98398	3.43207	
20	158	4.55	3.73	0.040	0.307	69.8567	0.4618	3.65688	3.42773	
21	158	2.99	3.64	0.040	0.306	69.6675	0.4605	2.11874	3.43393	
22	158	2.05	3.55	0.040	0.306	69.7000	0.4607	6.77965	3.50680	
23	158	5.40	3.69	0.045	0.312	71.1487	0.4719	4.99296	3.41960	
24	158	3.89	3.49	0.041	0.316	72.0615	0.4792	2.87738	3.45440	
25	158	3.66	3.56	0.044	0.331	75.5309	0.5063	3.09470	3.35045	
26	158	2.08	3.52	0.040	0.323	73.6307	0.4905	2.99819	3.39218	
27	158	3.75	3.57	0.043	0.331	75.4316	0.5055	2.33562	3.35071	
28	158	4.17	3.49	0.045	0.324	73.8189	0.4927	5.01798	3.47417	
29	158	2.75	3.44	0.041	0.314	71.5686	0.4738	5.30055	3.36876	
30	158	4.17	3.56	0.040	0.313	71.3396	0.4722	5.85000	3.40228	
31	158	2.40	3.63	0.042	0.314	71.6386	0.4762	3.29196	3.39524	
32	158	3.23	3.43	0.041	0.310	70.5712	0.4655	4.01748	3.30829	
33	158	2.90	3.47	0.041	0.306	69.7278	0.4621	1.87456	3.37404	
34	158	2.71	3.49	0.041	0.305	69.4489	0.4587	2.53144	3.34545	
35	158	2.20	3.55	0.041	0.308	70.1518	0.4643	4.82120	3.35037	
36	158	7.35	3.52	0.041	0.307	69.9449	0.4627	3.09846	3.28019	
37	158	3.67	3.47	0.042	0.319	72.7771	0.4811	4.33363	3.27459	
38	158	3.79	3.48	0.042	0.323	73.6381	0.4937	4.76461	3.29946	
39	158	3.79	3.48	0.041	0.318	72.5254	0.4790	3.25255	3.33244	
40	158	2.87	3.55	0.041	0.325	73.9490	0.4915	3.02105	3.40378	
41	158	2.43	3.62	0.040	0.313	71.3603	0.4698	3.74471	3.26815	
42	158	3.35	3.54	0.041	0.316	72.0797	0.4775	3.65390	3.30199	
43	158	4.91	3.52	0.045	0.312	71.0619	0.4706	4.83083	3.28722	
44	158	6.52	3.65	0.043	0.328	74.8096	0.4964	2.64530	3.30643	
45	158	3.88	3.44	0.041	0.337	76.7578	0.5149	3.87295	3.28437	
46	158	4.26	3.51	0.043	0.333	75.8628	0.5056	4.48495	3.19917	
47	158	4.89	3.42	0.043	0.335	76.3584	0.5111	3.62052	3.25126	
48	158	5.02	3.53	0.041	0.307	69.8845	0.4636	3.14741	3.24760	
49	158	2.54	3.58	0.040	0.306	69.7257	0.4616	2.74114	3.24564	
50	158	3.01	3.45	0.040	0.309	70.4327	0.4665	1.77415	3.30506	
51	158	2.13	3.47	0.040	0.304	69.2311	0.4568	4.22721	3.27526	
52	158	4.02	3.44	0.040	0.305	69.4529	0.4582	5.70439	3.19882	
53	158	2.04	3.48	0.040	0.304	69.3642	0.4577	3.51734	3.19974	
54	158	3.81	3.56	0.039	0.305	69.5665	0.4600	4.41224	3.26231	
55	158	5.55	3.43	0.041	0.304	69.2678	0.4572	2.90556	3.21328	
56	158	4.93	3.44	0.040	0.306	69.5964	0.4595	1.88467	3.24870	
57	158	2.85	3.45	0.040	0.304	69.2486	0.4569	3.92481	3.21698	
58	158	3.03	3.49	0.041	0.305	69.4081	0.4583	4.10233	3.20895	
59	158	3.31	3.42	0.042	0.304	69.3643	0.4578	1.62931	3.17227	
60	158	2.62	3.41	0.041	0.305	69.5497	0.4589	4.05625	3.18447	
61	158	4.20	3.47	0.040	0.307	70.0113	0.4651	3.49615	3.16772	
62	158	3.57	3.50	0.039	0.304	69.2023	0.4569	3.95250	3.18121	
63	158	2.25	3.66	0.040	0.303	69.0670	0.4558	4.62246	3.22421	
64	158	2.13	3.41	0.041	0.304	69.3338	0.4579	7.81381	3.18087	
65	158	5.39	3.46	0.041	0.304	69.1996	0.4581	2.71118	3.12032	
66	158	2.86	3.54	0.040	0.304	69.1533	0.4573	1.78576	3.19000	
67	158	2.88	3.47	0.040	0.304	69.2172	0.4569	2.20136	3.11568	
68	158	2.94	3.40	0.040	0.306	69.7512	0.4614	2.53804	3.14962	
69	158	3.42	3.37	0.040	0.303	69.1165	0.4568	2.99270	3.13771	
70	158	2.78	3.49	0.040	0.306	69.7502	0.4605	4.38523	3.15677	
71	158	2.96	3.47	0.040	0.305	69.4004	0.4589	2.65955	3.08386	
72	158	2.82	3.42	0.040	0.313	71.2265	0.4749	4.45765	3.16371	
73	158	3.69	3.37	0.040	0.303	69.1398	0.4563	4.33900	3.14260	
74	158	3.47	3.45	0.041	0.305	69.5693	0.4599	2.98586	3.11990	
75	158	3.69	3.59	0.040	0.306	69.6301	0.4597	2.76526	3.01580	
76	158	4.94	3.50	0.039	0.304	69.2720	0.4569	4.87832	3.08455	
77	158	2.62	3.53	0.040	0.304	69.2678	0.4573	2.95210	3.06625	
78	158	5.02	3.46	0.042	0.304	69.2098	0.4567	3.46387	3.09647	
79	158	2.23	3.53	0.040	0.306	69.6539	0.4604	1.90382	3.09631	
80	158	4.47	3.63	0.040	0.304	69.2084	0.4565	1.84262	3.08923	
