Epoch	Train Loader size	Val Loss	Val Loss Average	Batch Time	Batch Time Average	Data Time	Data Time Average	Loss	Loss Average
0	158	4.83	4.56	0.031	0.468	106.3428	0.6353	7.30475	7.65055	
1	158	6.13	4.16	0.036	0.395	89.9442	0.5512	5.34695	6.21546	
2	158	3.51	4.00	0.052	0.400	90.8503	0.5570	5.98838	6.02138	
3	158	2.66	3.90	0.031	0.399	90.8352	0.5586	7.28144	5.87417	
4	158	3.45	3.90	0.040	0.420	95.6035	0.5917	4.73015	5.79549	
5	158	3.64	3.85	0.039	0.418	95.1303	0.5894	5.75479	5.72446	
6	158	3.25	4.04	0.038	0.407	92.6461	0.5727	5.70255	5.68538	
7	158	5.94	3.71	0.039	0.412	93.7357	0.5773	5.68772	5.63282	
8	158	4.21	3.78	0.031	0.407	92.5129	0.5701	6.19160	5.63670	
9	158	4.96	3.73	0.032	0.394	89.4942	0.5474	5.28927	5.59959	
10	158	1.78	3.77	0.028	0.397	90.2887	0.5516	8.60280	5.56454	
11	158	6.13	3.72	0.045	0.402	91.4572	0.5600	3.91623	5.56832	
12	158	2.89	3.81	0.048	0.395	89.9276	0.5507	8.01359	5.54271	
13	158	3.31	3.65	0.032	0.395	89.9651	0.5487	4.98803	5.50324	
14	158	3.09	3.65	0.032	0.401	91.1147	0.5582	5.60382	5.52227	
15	158	2.10	3.62	0.047	0.400	90.9945	0.5590	5.39813	5.53529	
16	158	3.83	3.63	0.047	0.419	95.3131	0.5742	5.45300	5.49230	
17	158	3.93	3.65	0.047	0.423	96.2246	0.5812	5.55150	5.54912	
18	158	1.85	3.64	0.047	0.421	95.6618	0.5755	3.92870	5.46016	
19	158	2.65	3.60	0.047	0.416	94.5198	0.5717	6.05695	5.47289	
20	158	4.22	3.59	0.031	0.427	97.0147	0.5868	6.26637	5.49246	
21	158	4.58	3.63	0.047	0.418	95.0312	0.5730	7.18294	5.43770	
22	158	3.63	3.55	0.040	0.422	95.9536	0.5770	7.14892	5.46771	
23	158	4.07	3.59	0.047	0.395	89.7318	0.5490	6.73929	5.43164	
24	158	3.43	3.60	0.047	0.394	89.7351	0.5487	7.42132	5.40988	
25	158	3.52	3.61	0.032	0.398	90.5231	0.5543	4.92629	5.41381	
26	158	4.05	3.59	0.047	0.396	90.0267	0.5502	5.59713	5.34641	
