Epoch	Train Loader size	Val Loss	Val Loss Average	Batch Time	Batch Time Average	Data Time	Data Time Average	Loss	Loss Average
0	124	4.44	4.00	0.040	0.371	66.6454	0.5841	5.80977	4.18718	
1	124	4.69	3.93	0.040	0.356	63.8989	0.5609	3.31882	3.97777	
2	124	4.12	3.79	0.040	0.352	63.2888	0.5543	3.00083	4.06794	
3	124	3.18	3.75	0.040	0.346	62.1399	0.5427	3.59107	3.97348	
4	124	3.64	3.83	0.039	0.345	61.9340	0.5402	3.96775	3.93394	
5	124	3.46	3.75	0.040	0.346	62.1386	0.5415	3.62447	3.99869	
6	124	4.13	3.80	0.048	0.357	64.0845	0.5639	3.63332	3.95739	
7	124	4.60	4.15	0.040	0.346	62.1310	0.5408	4.83509	3.88102	
8	124	2.97	3.84	0.039	0.348	62.4961	0.5453	2.99130	3.87614	
9	124	4.36	3.92	0.039	0.349	62.6129	0.5466	3.53172	3.87963	
10	124	2.94	3.86	0.040	0.347	62.3805	0.5437	3.06213	3.92753	
11	124	3.38	3.87	0.039	0.348	62.5516	0.5456	4.12195	3.88404	
12	124	4.04	3.77	0.046	0.347	62.3815	0.5434	4.60725	3.91015	
13	124	3.74	3.90	0.040	0.350	62.8690	0.5488	4.27772	3.86922	
14	124	3.49	3.79	0.040	0.346	62.2321	0.5419	3.90837	3.87191	
15	124	4.21	3.73	0.039	0.348	62.4554	0.5448	3.23740	3.87089	
16	124	4.00	3.82	0.040	0.350	62.8779	0.5497	5.84060	3.87757	
17	124	4.01	3.70	0.048	0.350	62.8707	0.5485	2.96550	3.79186	
18	124	4.98	3.80	0.040	0.352	63.3085	0.5545	3.60962	3.79435	
19	124	3.82	3.75	0.040	0.352	63.2810	0.5538	3.34444	3.84509	
20	124	5.05	3.80	0.040	0.354	63.5736	0.5568	4.09370	3.78269	
21	124	4.68	3.84	0.040	0.348	62.5897	0.5452	4.14769	3.81453	
22	124	4.28	3.98	0.040	0.349	62.6342	0.5463	4.69794	3.83966	
23	124	4.14	3.79	0.040	0.351	63.0856	0.5513	3.50407	3.82445	
24	124	3.80	3.84	0.041	0.349	62.6122	0.5462	3.15666	3.73200	
25	124	3.50	3.75	0.040	0.349	62.6136	0.5462	3.28146	3.80025	
26	124	3.43	3.82	0.040	0.348	62.5786	0.5455	3.12808	3.69179	
27	124	3.07	3.78	0.040	0.347	62.2910	0.5425	3.49161	3.69221	
