Epoch	Train Loader size	Val Loss	Val Loss Average	Batch Time	Batch Time Average	Data Time	Data Time Average	Loss	Loss Average
0	350	9.98	8.84	0.068	0.228	114.5578	0.2982	8.07367	12.06399	
1	350	6.67	6.62	0.071	0.226	113.4303	0.3121	6.65112	7.22592	
2	350	4.87	5.30	0.068	0.206	103.6924	0.2743	4.39864	5.67971	
3	350	4.77	5.14	0.077	0.206	103.4576	0.2737	5.69060	5.38374	
4	350	4.65	4.84	0.066	0.208	104.6009	0.2772	5.36028	5.20979	
5	350	5.24	4.75	0.060	0.209	104.9062	0.2775	6.11160	5.00690	
6	350	4.81	4.80	0.074	0.208	104.8163	0.2775	5.22402	5.00577	
7	350	4.56	4.64	0.071	0.209	104.9771	0.2770	4.87626	4.87915	
8	350	3.84	4.58	0.077	0.207	104.2799	0.2754	5.70068	4.84549	
9	350	4.39	4.50	0.066	0.208	104.4724	0.2763	4.16503	4.69102	
10	350	4.66	4.51	0.071	0.209	104.9130	0.2773	4.58590	4.73575	
11	350	4.31	4.49	0.063	0.208	104.6292	0.2759	3.75956	4.57924	
12	350	4.35	4.36	0.071	0.208	104.6564	0.2769	4.36881	4.58764	
13	350	4.94	4.38	0.068	0.208	104.6282	0.2767	5.29344	4.53711	
14	350	4.22	4.29	0.067	0.208	104.5080	0.2753	5.22721	4.52782	
15	350	4.40	4.39	0.071	0.208	104.5654	0.2763	4.07881	4.47062	
16	350	4.33	4.23	0.071	0.208	104.5577	0.2756	4.23453	4.43845	
17	350	3.69	4.29	0.061	0.208	104.7399	0.2772	5.69525	4.38387	
18	350	3.56	4.23	0.071	0.208	104.6061	0.2760	3.27540	4.35201	
19	350	3.82	4.17	0.069	0.208	104.4656	0.2751	4.19400	4.32771	
20	350	3.55	4.21	0.072	0.208	104.6514	0.2767	4.55646	4.30989	
21	350	4.32	4.20	0.072	0.209	105.1602	0.2777	4.89196	4.30247	
22	350	5.51	4.22	0.060	0.209	104.9501	0.2767	4.14606	4.24545	
23	350	3.90	4.18	0.070	0.209	104.9969	0.2771	4.31426	4.24483	
24	350	4.28	4.06	0.075	0.210	105.5471	0.2790	4.28110	4.24183	
25	350	4.13	4.13	0.063	0.208	104.8034	0.2771	4.52613	4.15228	
26	350	3.86	4.14	0.067	0.209	104.8457	0.2767	4.08781	4.14854	
27	350	3.60	4.13	0.066	0.209	104.8524	0.2766	4.28577	4.20531	
28	350	4.06	4.05	0.066	0.208	104.6264	0.2758	2.90084	4.12283	
