Epoch	Train Loader size	Val Loss	Val Loss Average	Batch Time	Batch Time Average	Data Time	Data Time Average	Loss	Loss Average
0	167	7.68	5.18	0.023	0.314	75.6497	0.4635	6.39721	6.26864	
1	167	4.51	4.42	0.025	0.318	76.7151	0.4800	10.91441	4.95328	
2	167	7.75	4.43	0.025	0.321	77.2725	0.4845	4.59641	4.43502	
3	167	4.94	4.39	0.027	0.315	75.8166	0.4724	3.31788	4.27566	
4	167	5.88	4.28	0.022	0.287	69.1091	0.4372	2.66665	4.16164	
5	167	3.23	4.18	0.024	0.279	67.0701	0.4207	3.31605	4.14927	
6	167	3.93	4.24	0.022	0.279	67.1558	0.4215	4.32848	4.10088	
7	167	3.69	4.13	0.023	0.280	67.3457	0.4221	7.35206	4.05063	
8	167	6.63	4.18	0.022	0.278	66.9240	0.4198	3.58449	4.03543	
9	167	3.11	4.12	0.023	0.279	67.1371	0.4207	1.47394	3.99253	
10	167	4.29	4.13	0.022	0.280	67.3950	0.4229	2.71036	3.93967	
11	167	5.25	4.07	0.022	0.278	67.0967	0.4202	2.31166	3.90654	
12	167	5.14	4.13	0.023	0.279	67.2891	0.4222	4.93161	3.92245	
13	167	3.45	4.11	0.022	0.279	67.2763	0.4219	2.87952	3.95093	
14	167	1.82	4.02	0.023	0.279	67.1073	0.4200	5.57630	3.81257	
15	167	3.73	4.04	0.022	0.279	67.1996	0.4217	3.45216	3.79799	
16	167	4.18	4.12	0.022	0.279	67.2440	0.4216	3.65912	3.93953	
17	167	8.64	4.03	0.023	0.281	67.6208	0.4243	6.43865	3.89414	
18	167	9.99	3.99	0.022	0.280	67.4023	0.4220	4.31157	3.81090	
19	167	7.60	4.04	0.023	0.280	67.4748	0.4238	2.92785	3.83609	
20	167	6.54	4.22	0.023	0.280	67.4558	0.4232	4.54817	3.77388	
21	167	3.33	4.12	0.023	0.280	67.3988	0.4224	3.40507	3.73906	
22	167	3.52	4.01	0.022	0.278	67.0854	0.4196	3.65111	3.78051	
23	167	3.75	4.16	0.023	0.281	67.6980	0.4244	5.50498	3.74496	
24	167	6.08	4.10	0.024	0.282	67.8327	0.4250	4.18452	3.76218	
25	167	4.33	4.04	0.024	0.297	71.5566	0.4517	3.39060	3.74004	
26	167	4.45	3.94	0.027	0.311	74.8053	0.4652	4.58926	3.80112	
27	167	2.62	4.02	0.023	0.294	70.9423	0.4470	7.35823	3.74584	
28	167	5.27	4.14	0.023	0.291	70.1004	0.4403	2.38860	3.71708	
29	167	4.35	4.09	0.024	0.292	70.4719	0.4449	1.70390	3.63681	
30	167	3.50	3.99	0.026	0.291	70.2458	0.4414	1.85249	3.74391	
31	167	4.97	4.11	0.026	0.293	70.7452	0.4434	4.25185	3.68583	
32	167	5.81	4.05	0.025	0.317	76.4141	0.4759	6.03928	3.70435	
33	167	8.68	3.99	0.028	0.320	77.1146	0.4802	8.55476	3.70042	
34	167	3.44	4.10	0.025	0.310	74.6701	0.4648	3.67582	3.65285	
35	167	4.14	4.05	0.027	0.299	72.0613	0.4459	3.32199	3.68864	
36	167	3.64	4.10	0.026	0.300	72.2056	0.4461	2.43379	3.68656	
37	167	3.27	3.96	0.026	0.310	74.7148	0.4657	2.08771	3.69104	
38	167	8.64	4.08	0.023	0.325	78.3693	0.4903	3.72208	3.62081	
39	167	9.24	4.08	0.025	0.312	75.2730	0.4689	13.38763	3.68433	
40	167	3.48	4.01	0.028	0.313	75.4098	0.4682	3.59901	3.66492	
41	167	2.31	4.07	0.028	0.312	75.4421	0.4682	6.59118	3.57371	
42	167	3.44	4.05	0.028	0.312	75.1556	0.4653	2.68859	3.57610	
43	167	5.66	4.03	0.025	0.306	73.8185	0.4579	3.90619	3.64723	
44	167	4.86	4.14	0.025	0.301	72.4612	0.4489	6.58475	3.66201	
45	167	5.57	4.09	0.025	0.297	71.4836	0.4415	3.79489	3.59197	
46	167	2.17	4.02	0.026	0.300	72.2056	0.4478	3.13756	3.63867	
47	167	4.11	4.22	0.025	0.298	71.6552	0.4436	4.85074	3.58192	
48	167	4.29	3.96	0.025	0.296	71.2860	0.4401	2.59220	3.58470	
49	167	3.24	3.97	0.025	0.296	71.3862	0.4411	4.07422	3.57933	
50	167	4.21	3.89	0.025	0.296	71.3517	0.4402	4.76868	3.56349	
51	167	3.86	3.96	0.028	0.314	75.7649	0.4725	6.85031	3.52830	
52	167	3.92	3.89	0.025	0.313	75.4127	0.4700	3.08152	3.54321	
53	167	4.11	4.02	0.027	0.316	76.0532	0.4732	1.61293	3.58411	
54	167	3.44	3.96	0.026	0.315	75.9260	0.4715	3.15416	3.59539	
55	167	3.72	3.92	0.024	0.310	74.7649	0.4659	2.55226	3.54278	
56	167	5.84	3.99	0.024	0.301	72.4572	0.4501	3.82834	3.55585	
57	167	3.12	4.00	0.024	0.296	71.2062	0.4409	2.67239	3.52993	
